x,y
0.1639548378198341,-0.14310129903886093
-0.6089322035777565,-0.5372473388595969
-0.6022930589728794,-0.2624757634964321
0.11612645458021809,0.31711895076738683
-0.23593821320347397,-0.19805845724017446
0.47550537381692193,0.15240777212235557
0.8767649398463566,0.38848216540299063
-0.3388523245318722,-0.5797476254493297
-0.36482859951841373,-0.8817168577465191
-0.06107866907355364,0.8459976790903112
-0.8385218793292235,0.09752749161608243
0.6366661518001817,0.19441928835882605
0.8839376664880172,0.1984242505357514
0.17771768630740103,0.3960424757531016
-0.14822997559291018,-0.221465280487122
-0.3556366894073377,-0.16066519555849323
0.6618337927829749,0.09621891978195274
0.2919126049237388,-0.8462477783117435
0.6989444531132272,-0.32532859714038165
0.1547405774223123,-0.8273449288477877
